title	url_id	area	width	price	direction	number_of_bedrooms	number_of_toilets	furniture	legal	lat	lon	address	district	province
Nhà riêng tại đường Thịnh Liệt	pr43223549	60.0	4.0	14.5	1100	6	5	Đầy đủ	2	20.9712638047335	105.844650579601	Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại đường Hồ Văn Chương	pr41677080	68.0	6.0	15.0	0	18	18	Đầy đủ.	2	21.022283101324632	105.83351485296424	Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Diamond Goldmark City	pr43264986	140.0	0.0	10.5	1	3	2	Đầy đủ	2	21.044324476035577	105.76645795146712	Dự án Diamond Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Giải Phóng	pr43298653	55.0	4.5	14.9	0	5	3	Đầy đủ	2	20.9914956864539	105.841409555905	Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Royal City	pr42784544	187.0	0.0	19.3	0	3	3	Đầy đủ	2	21.003331769299	105.815840868522	Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Cổ Loa	pr43316541	80.0	5.0	25.0	1100	0	0		1	21.11563536401969	105.8701254689742	Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán đất tại xã An Khánh	pr43183416	45.0	3.68	7.425	1	0	0		2	20.9982561742207	105.722010210933	Phú Vinh, Xã An Khánh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà riêng tại đường Thạch Bàn	pr43305656	86.0	6.0	7.25	0	3	2		2	21.0248185106643	105.907783975058	Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Văn Cao	pr43285784	50.0	4.0	15.0	0	0	0	Đầy đủ	2	21.0400393904204	105.816043581439	Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Căn hộ chung cư tại Times City	pr43157490	206.0	0.0	20.0	0	4	3	Đầy đủ	-1	20.99458948285519	105.86837161928916	Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42763199	96.0	0.0	15.2	0	0	0		-1	21.096604198553106	105.71209167722564	Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội	Đan Phượng	Hà Nội
Nhà riêng tại đường Nguyễn Khuyến	pr43180970	38.0	0.0	7.8	110	0	0		2	20.9744786659582	105.789557584448	Đường Nguyễn Khuyến, Phường Mỗ Lao, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	pr43264405	40.0	0.0	12.8	0	3	5	Đầy đủ	2	21.0493551832423	105.883319243654	Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà mặt phố tại đường Tố Hữu	pr43277838	30.0	11.0	9.5	0	3	3	Đầy đủ	2	20.9972188098254	105.794081147	Đường Tố Hữu, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Tô Vĩnh Diện	pr43283045	40.0	4.0	13.0	0	5	4	Đầy đủ	2	20.9999086031333	105.820718839042	Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán đất tại đường Cầu Diễn	pr43315715	83.0	5.5	23.9	0	0	0		2	21.0455810366015	105.751776030635	Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Lương Thế Vinh	pr42921241	73.0	10.0	21.5	0	9	5		2	20.9901614304625	105.797058173174	Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Thống Nhất Complex	pr38992032	88.0	0.0	7.0	1001	3	2		2	20.998046875	105.80354309082	Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Xuân Tảo	pr43316339	55.0	0.0	14.8	1001	5	6	Cơ bản	2	21.067388990722208	105.80266188830136	Đường Xuân Tảo, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại đường Đền Lừ	pr43316626	65.0	5.3	13.8	0	5	4		2	20.9850562900531	105.858290360404	Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
