title	url_id	area	width	price	direction	number_of_bedrooms	number_of_toilets	furniture	legal	lat	lon	address	district	province
Căn hộ chung cư tại Khu đô thị Mỹ Đình Sông Đà - Sudico	pr42601683	135.0	0.0	8.5	0011	4	3	Đầy đủ	2	21.0174929911421	105.780357975135	Khu đô thị Mỹ Đình Sông Đà - Sudico, Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	pr42478430	168.0	8.5	22.5	0000	0	0	Cơ bản	2	21.0019334853654	105.964280624074	Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại đường Quang Tiến	pr42585445	80.0	0.0	15.2	0000	0	0		2	21.0012074296393	105.757908585512	Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Phương Canh	pr42648685	86.0	0.0	23.85	0000	19	0	Đầy đủ	-1	21.050624979934	105.740994440165	đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán đất tại đường Đức Diễn	pr42202701	90.0	8.6	10.8	0000	0	0		2	21.0504455001035	105.754156910137	Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Đội Cấn	pr42243328	105.0	6.5	25.0	0000	22	22	Đầy đủ	2	21.0348871590185	105.825338930559	Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại phố Thái Thịnh	pr42569410	50.0	0.0	12.9	0000	11	0		2	21.0102071992158	105.818104501858	Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Nguyễn Khoái	pr42623686	110.0	7.0	13.5	0000	16	16	Cơ bản	2	20.9986991885074	105.887366439779	Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại phố Phùng Chí Kiên	pr42204697	44.0	3.9	14.6	0000	5	5	Đầy đủ	2	21.0431220231369	105.802721522921	Phố Phùng Chí Kiên, Phường Quan Hoa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Hapulico Complex	pr42608173	103.0	0.0	7.5	1001	3	2	Đầy đủ nội thất mới cao cấp.	2	21.0005448040829	105.807505732504	Hapulico Complex, 85, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán đất tại phường Bồ Đề	pr42497902	100.0	5.75	20.8	0000	0	0		2	21.0382689007814	105.87246097099	Phường Bồ Đề, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Phúc Thọ	pr41838754	214.9	5.0	16.12	0110	0	0		2	21.1395132563154	105.846298884652	Đường Phúc Thọ, Xã Mai Lâm, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại đường Bùi Xương Trạch	pr42612398	40.0	0.0	8.0	0000	0	0		2	20.9874684831146	105.818534497239	Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Liền kề Tổng cục 5 Tân Triều	pr42502427	70.0	0.0	17.0	0000	0	0	Đầy đủ	2	20.969679410258003	105.7991773464742	Dự án Tổng cục 5 Tân Triều, Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Bán đất tại phường Phúc Lợi	pr42344239	91.0	4.75	9.0	0000	0	0		2	21.0368282411408	105.922560698959	Phường Phúc Lợi, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại phường Ngọc Thụy	pr42588570	35.0	3.5	11.0	0000	3	4		-1	21.0589387197046	105.868510623282	Phường Ngọc Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Huỳnh Thúc Kháng	pr41813613	52.0	4.5	18.9	0000	4	4		2	21.0184027749036	105.811279422712	Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại phố Thái Thịnh	pr42578880	37.0	0.0	7.9	0000	3	4		2	21.0106391049992	105.818446316655	Phố Thái Thịnh, Phường Quang Trung, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại đường Mậu Lương	pr41023951	60.0	5.0	11.8	0000	0	0		2	20.9584218263373	105.794371747737	Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Khâm Thiên	pr42607990	30.0	4.0	7.85	0000	3	3	Full nội thất xịn nhập ngoại.	2	21.0189138525969	105.838482375022	Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Dịch Vọng	pr42233191	111.0	0.0	7.6	0110	3	2	Đầy đủ	2	21.028775958732	105.793433219744	Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Đại Kim	pr41537649	75.0	5.0	22.45	0000	6	4	Cơ bản.	2	20.9724016295398	105.819968588273	Dự án KĐT Đại Kim, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Lideco - Bắc Quốc lộ 32	pr42649366	234.0	12.0	30.0	0110	6	0	Đầy đủ	2	21.0685009077843	105.709897264399	Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Bán đất tại đường Xuân Khôi	pr42619885	247.0	18.0	7.657	0000	0	0		2	21.0035938059875	105.903269687394	Đường Xuân Khôi, Phường Cự Khối, Long Biên, Hà Nội.	Long Biên	Hà Nội
Căn hộ chung cư tại The Garden	pr42167092	110.0	0.0	7.0	0000	2	2	Đầy đủ	2	21.0155425973564	105.777745566064	Dự án The Garden, đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại đường Nguyễn Lương Bằng	pr42583961	98.0	5.5	28.5	0000	0	0		2	21.016216186995	105.828488672634	Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Xuân Đỉnh	pr42589990	40.0	0.0	9.3	0000	4	0	Đầy đủ	2	21.0716908467382	105.794162643321	Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Đội Cấn	pr42061750	112.0	0.0	22.39	0000	0	0	Cơ bản	2	21.0350576974778	105.825449334597	Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Mai Động	pr42581216	120.0	5.0	25.0	0000	4	7	Cơ bản	2	20.9962686204373	105.8611580675	Đường Mai Động, Phường Minh Khai, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Vũ Xuân Thiều	pr41460009	50.0	3.3	7.3	1100	4	4	Cơ bản Nội thất cơ bản gồm: Tủ bếp, bếp từ, hút mùi phòng bếp, sàn gỗ, trần thạch cao;	2	21.0348530967369	105.919487161873	Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Xuân La	pr42574663	45.0	4.0	12.5	0000	4	5	Đầy đủ	2	21.064576555466	105.806058135911	Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà mặt phố tại đường Trường Chinh	pr42645453	57.0	0.0	28.0	0000	0	0		-1	20.9983246141121	105.837892453971	Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại phố Lạc Trung	pr41099558	65.0	5.0	10.8	0000	0	0		-1	21.0029773161325	105.865641997878	Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Nguyễn An Ninh	pr42589000	42.0	3.6	8.9	0000	5	3	Cơ bản	2	20.99200379801709	105.84348544478416	Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Kosmo Tây Hồ	pr42636474	77.8	0.0	7.0	0000	2	2	Cơ bản	2	21.0687276550415	105.80310283332	Kosmo Tây Hồ, Xuân La, Xuân Tảo, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Discovery Complex	pr42619579	194.0	0.0	13.5	1001	4	3	Đầy đủ	0	21.035425668645967	105.79560416466742	Dự án Discovery Complex, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Sunshine Green Iconic	pr42483410	170.0	0.0	15.0	0000	3	3	Cơ bản	1	21.041198218561167	105.8966378349002	Dự án Sunshine Green Iconic, Phường Phúc Đồng, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Xuân Đỉnh	pr42617123	48.0	4.25	10.6	0000	4	0		2	21.071508927413	105.79432860702	Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà mặt phố tại Khu đô thị mới La Khê	pr36359611	50.0	0.0	8.0	0000	6	3		2	20.9656429290771	105.759429931641	Dự án KĐT La Khê, Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Phú Mỹ	pr42611951	47.0	4.0	14.0	0000	6	6	Đầy đủ	2	21.0292263232345	105.773789376425	Đường Phú Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Ngô Quyền	pr42513731	58.0	3.1	9.0	0000	2	3	Không nội thất	2	20.9716731074593	105.768951536177	Đường Ngô Quyền, Phường Văn Quán, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Lê Trọng Tấn	pr41607567	81.0	8.0	21.0	0000	0	0		2	20.9681286872623	105.754989414238	Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Trần Thái Tông	pr42604568	43.0	4.2	9.8	0000	6	4	Đầy đủ	2	21.0320301784737	105.788275149168	Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Đội Cấn	pr42641427	110.0	6.5	24.8	0000	0	0	Đầy đủ	2	21.0360585175667	105.816434162153	Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Lê Văn Lương	pr41700781	62.0	4.0	14.5	0000	7	5	Đầy đủ	2	21.0054771504805	105.804303917905	Đường Lê Văn Lương, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	pr42650340	45.0	4.0	9.8	0001	4	4	Đầy đủ	2	21.049687075239	105.883835987479	640 Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại Khu đô thị Phú Lãm	pr42286747	52.0	4.3	10.6	1000	0	0		2	20.9467896301809	105.754468411855	Phú Lãm, Đường Ba La, Phường Phú Lãm, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà mặt phố tại đường Phạm Ngọc Thạch	pr42584181	80.0	10.0	26.0	0110	2	2	Đầy đủ	2	21.0090375963078	105.834656942296	Đường Phạm Ngọc Thạch, Phường Phương Liên, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Tân Mai	pr42579286	50.0	3.9	21.88	0100	3	5		2	20.9836343904869	105.850332122768	Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại đường Nguyễn Gia Bồng	pr42366441	75.0	4.0	10.5	0000	0	0	Không nội thất	2	21.0591589986672	105.858391208621	Đường Nguyễn Gia Bồng, Phường Ngọc Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Watermark	pr40323904	107.0	0.0	11.3	0000	2	0	Cơ bản	2	21.0555477142334	105.80859375	Watermark Tây Hồ, 395, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Times City	pr42607081	110.5	0.0	11.0	1000	3	2	Full cao cấp.	2	20.9948568830931	105.868587010076	Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại phường Bưởi	pr42641358	30.0	14.0	28.4	0000	0	0		2	21.0537656836195	105.809913941552	Phường Bưởi, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại phường Quang Trung	pr42626612	45.0	0.0	10.2	0000	4	4		2	20.9706935768715	105.770679202133	Phường Quang Trung, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Ngọc Lâm	pr42613852	50.0	6.5	18.2	0000	4	5	Đầy đủ	2	21.0465948232951	105.872092458991	Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại đường Ngọc Hà	pr42654071	131.6	7.0	22.0	0000	0	0		2	21.0379231258691	105.829882634415	Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Hoàng Ngân	pr42590818	55.0	5.0	12.7	0000	4	4	Đầy đủ	2	21.007412275091	105.810195955452	Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Shophouse, nhà phố thương mại tại Vinhomes Wonder City	pr42573963	128.0	8.0	28.85	1100	0	0	Không nội thất	2	21.0964599961379	105.711750769625	Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội	Đan Phượng	Hà Nội
Nhà riêng tại đường Vương Thừa Vũ	pr42644370	75.0	4.5	17.5	0000	16	10	Cơ bản	2	20.9979746055955	105.821976186325	Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Đức Giang	pr42600421	39.5	0.0	10.45	0000	3	3		-1	21.0685688087036	105.889675642934	Phố Đức Giang, Phường Thượng Thanh, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Giải Phóng	pr42600940	40.0	4.5	7.5	0000	6	6	Đầy đủ	2	20.9837162736258	105.840960059737	Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Times Tower Lê Văn Lương	pr42358832	128.0	0.0	9.7	0110	3	2	Đầy đủ	2	21.00332852542735	105.80103854639422	Dự án Times Tower Lê Văn Lương, 35 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại đường Phúc Lợi	pr42489726	117.0	10.0	18.8	0011	6	6	Đầy đủ	2	21.0390794480425	105.934701864814	Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại phố Thái Hà	pr42641492	66.0	4.5	19.5	0000	0	0	Cơ bản	2	21.0126243328958	105.820103426782	Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Khương Đình	pr42636839	41.0	4.0	8.2	0000	8	8		-1	20.9910163296173	105.81324913056	Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	pr42528151	149.4	8.3	24.0	0010	0	0		2	21.002915100731855	105.96369947560976	Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại đường Ngọc Thụy	pr42637188	52.0	7.9	18.1	0000	4	4		2	21.0496961146157	105.866917154703	Đường Ngọc Lâm Phường Ngọc Lâm ,Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Discovery Complex	pr42195637	155.0	0.0	9.7	1001	4	3	Cơ bản	1	21.035484992584426	105.79450954407582	Dự án Discovery Complex, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lạc Long Quân	pr42549172	44.0	4.0	8.5	0000	3	3	Cơ bản	2	21.0498599457675	105.806670497591	Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà mặt phố tại phố Vũ Hữu	pr42656762	40.0	3.5	15.5	0001	4	3	Đầy đủ	2	21.07905187830011	105.79695599325804	Phố Vũ Hữu, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Giáp Bát	pr42610086	60.0	4.5	15.0	0000	16	16	Đầy đủ	2	20.9852424174068	105.843790918675	Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại phố Cầu Am	pr42576409	80.0	0.0	15.7	0000	0	0		2	20.9788222913677	105.775144472233	Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại The Link 345-CT1	pr42625523	153.0	0.0	14.2	0000	3	2	Đầy đủ	2	21.08175842448468	105.7916028983296	Dự án The Link 345-CT1, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Giải Phóng	pr42559280	50.0	0.0	11.76	0000	10	10	Đầy đủ	2	20.9693765230829	105.841659675832	Đường Giải Phóng, Phường Hoàng Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại phường Khương Đình	pr42587278	50.0	0.0	9.8	0000	0	0		2	20.9899055658191	105.820280235734	Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán đất tại xã Yên Bài	pr42409784	4598.0	50.0	12.5	0110	0	0		2	21.0517240887093	105.444554748702	Xã Yên Bài, Ba Vì, Hà Nội	Ba Vì	Hà Nội
Nhà riêng tại đường Đình Thôn	pr42633193	110.0	7.0	30.0	0000	20	0	Đầy đủ	2	21.0205186975056	105.774716485641	Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Kim Giang	pr42619697	36.0	3.5	7.35	0000	4	4	Đầy đủ	2	20.9795577213434	105.821034568175	Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Dreamland Bonanza	pr38208879	100.0	0.0	8.0	0000	3	2	Đầy đủ	2	21.03061	105.78103	Dreamland Bonanza, 23, Đường Duy Tân, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại phường La Khê	pr42626400	83.0	0.0	18.0	0000	0	0		-1	20.9712217679939	105.759835863593	Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại xã Ngũ Hiệp	pr42578760	45.0	35.0	8.6	0000	0	0	Đầy đủ	2	20.9269607113489	105.861109846432	Xã Ngũ Hiệp, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà mặt phố tại đường Nguyên Hồng	pr42603843	41.0	5.7	28.2	0000	0	0		-1	21.0163206250829	105.810201270717	Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Định Công	pr42608187	36.0	6.0	8.0	0000	4	4		2	20.9830759107777	105.834941926715	Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán đất tại đường Cửu Việt 2	pr42406078	90.0	4.5	13.95	0011	0	0		2	21.0163377	105.7840464	Đường Cửu Việt 2, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Quang Minh	pr42412562	215.0	12.0	15.48	1100	0	0	Không nội thất	2	21.1964508251483	105.782235370571	KĐT Quang Minh, Đường Cao tốc Thăng Long Nội Bài, Thị trấn Quang Minh, Mê Linh, Hà Nội	Mê Linh	Hà Nội
Nhà biệt thự, liền kề tại HUD Me Linh Central	pr42351611	183.8	22.0	23.89	0000	0	0		1	21.1911044287833	105.7247955911	HUD Me Linh Central, Thanh Lâm, Mê Linh, Hà Nội	Mê Linh	Hà Nội
Nhà riêng tại phường Thanh Xuân Bắc	pr42652536	60.0	4.8	12.6	0000	6	0		2	20.9936250168212	105.797714972126	Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán đất tại đường Cự Khối	pr42625277	73.8	4.2	8.2	0000	0	0		2	21.0129154737593	105.911028304675	Đường Cự Khối, Phường Cự Khối, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	pr41849827	150.0	7.5	29.0	0110	0	0		2	21.002243896098054	105.9641515050892	Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 02, Xã Đa Tốn, Gia Lâm, Hà Nội.	Gia Lâm	Hà Nội
Nhà riêng tại đường Tô Vĩnh Diện	pr42608459	34.0	4.0	8.6	0000	3	4	Đầy đủ	2	20.9996105273905	105.820563043425	Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Dương Khuê	pr40563062	55.0	0.0	17.0	0000	6	5	Cơ bản	2	21.0353882	105.7730335	Ngõ 28, Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	pr42612450	150.0	10.0	30.0	1001	0	0		2	21.00298003318444	105.96337488853462	Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại đường Trần Duy Hưng	pr42443250	38.0	0.0	7.45	0000	0	0	Nội thất sang xịn.	2	21.0107008273022	105.799741062952	Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Đình Thôn	pr40902902	95.0	7.0	26.0	0000	20	20		2	21.0207941927586	105.774545105166	Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Quan Nhân	pr42600542	65.0	0.0	17.0	0000	0	0		-1	21.0032549455566	105.811240094591	Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Xa La	pr40062241	110.0	20.0	27.5	0000	1	1	Đầy đủ	2	20.9605792	105.7919035	Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Thái Hà	pr42535719	38.0	5.0	11.3	0000	0	0		2	21.0124252585976	105.820038725104	Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Cổ Loa	pr42377687	80.0	5.0	28.0	1100	6	5	Cơ bản	2	21.1157128146904	105.870215577244	Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán đất tại đường Đông Dư	pr42462339	59.0	5.3	7.9	0000	0	0		2	20.9775196865049	105.913186036138	Đường Đông Dư, Xã Bát Tràng, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà biệt thự, liền kề tại Tây Nam Hồ Linh Đàm	pr42229557	60.0	0.0	16.0	0000	0	0		2	20.96209678709937	105.82129094636244	Dự án Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại đường Lê Trọng Tấn	pr42136224	60.0	4.2	13.5	0000	4	5		2	20.968128077758	105.754981405441	Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Jade Lake Residence	pr42522727	136.0	0.0	26.5	0000	0	0		2	21.07478480305467	105.73692722444166	Dự án Jade Lake Residence, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Chung cư The Wisteria	pr42614028	132.0	0.0	7.6	0110	4	3	Cơ bản	1	21.055916324917195	105.72885962166993	Chung cư The Wisteria, 32, Di Trạch, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà biệt thự, liền kề tại Lan Viên Villa	pr37290077	132.0	0.0	16.0	0000	0	0		2	21.0128974914551	105.949882507324	Dự án Lan Viên Villa, Đường Nguyễn Đức Thuận, Xã Đặng Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại phố Trung Kính	pr41883000	40.0	0.0	7.4	0000	0	0	Đầy đủ	2	21.0187417784235	105.792441471635	Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Hyundai Hillstate	pr42595845	123.0	0.0	8.1	0110	3	2	Cơ bản	2	20.964386269671383	105.77424250071935	Dự án Hyundai Hillstate, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Đặng Văn Ngữ	pr41329407	61.2	5.0	19.75	0000	6	5	Đầy đủ	2	21.0119363255029	105.831551414695	Đường Đặng Văn Ngữ, Phường Nam Đồng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Phố Trạm	pr42305739	42.0	4.0	7.45	0000	5	3	Đầy đủ.	2	21.0265457860168	105.89348018047	Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Diamond Flower Tower	pr39139854	172.0	0.0	12.5	1001	3	3		1	21.005578994751	105.803749084473	Dự án Diamond Flower Tower, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Yên Hòa	pr42590889	40.0	6.0	12.5	0000	3	5	Cơ bản	2	21.022241175739	105.795402245432	Ngõ 13, Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
