title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province	property_type	property_type_id	district_id
Nhà riêng tại đường Vương Thừa Vũ	pr41284697	60.0	12.0	4	4	2	20.9985892557537	105.821939994161	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Phú Đô	pr43297902	50.0	10.0	4	4	2	21.0137159797416	105.768348810843	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại N01-T8 Ngoại Giao Đoàn	pr42375936	136.0	12.376	4	3	2	21.063456031749	105.795984753792	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Trung Yên Plaza	pr43216353	112.0	9.0	2	2	2	21.01353016686611	105.8018330984917	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phố Quan Nhân	pr43237281	40.0	9.45	4	5	2	21.0037748213091	105.810803718677	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại phố Đỗ Quang	pr43259911	40.0	17.9	4	5	2	21.011101880334	105.802142371311	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Lê Văn Thiêm	pr43060664	60.0	17.3	4	4	2	21.0025105532123	105.802241862864	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Ngọc Thụy	pr43252145	46.0	9.15	4	5	2	21.049841071462	105.866731038049	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Sunshine Palace	pr42907906	112.5	8.6	3	2	2	20.99005785030762	105.86910285237845	Hoàng Mai	Hà Nội	Chung cư	1	13
Nhà riêng tại phố Thái Thịnh	pr43313313	100.0	14.0	1	1	2	21.0105223544668	105.8182669981	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Ba La	pr42613180	54.0	10.5	5	5	2	20.9557259678217	105.757752241912	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại phố Trần Quốc Hoàn	pr43277252	35.0	14.1	7	6	-1	21.0417679768113	105.786617006672	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Shophouse, nhà phố thương mại tại An Lạc Green Symphony	pr43131034	80.0	19.8	5	4	1	21.033123878185	105.73165309082	Hoài Đức	Hà Nội	Nhà riêng	3	11
Nhà riêng tại đường Đại lộ Thăng Long	pr43233065	50.0	8.9	1	1	2	21.0031989744289	105.778625940405	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại phường Nghĩa Tân	pr40981389	55.0	18.0	5	5	2	21.0461590554364	105.791188097108	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Vương Thừa Vũ	pr43096572	70.0	14.6	5	5	2	20.9986294232188	105.821874940515	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại phường Phương Liệt	pr42819348	53.0	13.0	5	6	2	20.9918054674813	105.838210530614	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại The Diamond Residence	pr43305942	120.0	13.2	3	2	-1	21.00537828490865	105.8046554963556	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại Vinhomes Gardenia	pr42291769	122.0	11.0	4	3	2	21.036556440305866	105.76123861252	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Ecolife Capitol	pr43272874	100.0	7.3	3	2	2	20.994541621577632	105.78940613773852	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Phúc Diễn	pr43296963	52.0	9.6	4	4	2	21.0380206167313	105.757736114864	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại phường Nhân Chính	pr43244578	40.0	7.8	6	5	2	21.0017218371441	105.806807338288	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Khương Đình	pr43247727	46.0	13.2	6	6	2	20.9912500159477	105.813554765406	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Đội Cấn	pr43122906	42.0	9.3	4	3	2	21.0354058463815	105.819038928303	Ba Đình	Hà Nội	Nhà riêng	3	1
Căn hộ chung cư tại Hoàng Thành Pearl	pr43253900	114.0	8.0	3	2	2	21.04006463996735	105.76216321026958	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà mặt phố tại phường Văn Chương	pr43273584	40.0	15.0	4	4	2	21.0234821154611	105.836562705187	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Sunshine Golden River	pr43261816	142.0	16.2	3	3	0	21.0839575397751	105.811952589476	Tây Hồ	Hà Nội	Chung cư	1	22
Nhà riêng tại đường Giải Phóng	pr43227217	43.0	10.2	4	4	2	20.9754657480258	105.840944878684	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Hồ Tùng Mậu	pr43286025	45.0	7.5	4	3	2	21.0387183093103	105.770973163012	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Lạc Long Quân	pr43082209	55.0	13.0	5	5	2	21.0608818152736	105.809115205834	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại phố Ngụy Như Kon Tum	pr43265082	50.0	13.75	6	6	2	20.9992994105752	105.800876090024	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Harmony Square	pr43261703	123.86	8.3	3	2	1	21.00014149299369	105.80064705682427	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Nguyễn Khang	pr43131047	38.0	10.6	3	4	2	21.0273827959566	105.798696875869	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại The Park Home	pr38792149	81.0	7.6	2	2	2	21.0295677185059	105.791877746582	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Toà nhà 93 Lò Đúc - Kinh Đô Tower	pr41833203	127.0	12.446	3	2	2	21.0153867315664	105.857031897251	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Căn hộ chung cư tại Park Kiara	pr39508953	127.0	15.9	4	2	2	20.96717625508587	105.75381324779462	Hà Đông	Hà Nội	Chung cư	1	9
Nhà mặt phố tại xã Tứ Hiệp	pr43229501	35.0	9.5	4	4	2	20.9399400426036	105.856729509684	Thanh Trì	Hà Nội	Nhà riêng	3	25
Căn hộ chung cư tại Hà Nội Center Point	pr43279274	80.3	7.7	3	2	2	21.004986722426963	105.80377033625857	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại phường Tứ Liên	pr43288621	80.0	16.0	5	5	2	21.0629318295979	105.835220441239	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại phường Quan Hoa	pr43226913	72.0	13.0	5	5	2	21.0361575047043	105.799071259428	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Sun Square	pr43280133	95.0	7.0	3	2	2	21.03368785251852	105.77055273471136	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại phố Khương Hạ	pr43250901	50.0	14.9	4	5	2	20.9955755521951	105.817787031404	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Vinhomes West Point	pr43253674	95.0	9.5	3	2	2	21.01227814279349	105.78655712773468	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Lê Quang Đạo	pr43256654	30.0	7.3	3	3	2	21.0124304652037	105.771146207463	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	pr43263961	50.0	15.3	4	3	2	20.97242679918446	105.76134581916652	Hà Đông	Hà Nội	Biệt thự	2	9
Căn hộ chung cư tại Sông Hồng Park View	pr43270327	93.6	8.0	3	2	2	21.01473174464989	105.81643102005556	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại phố Hoàng Cầu	pr43137007	70.0	21.1	4	5	2	21.0163217997974	105.821391760404	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Đào Tấn	pr42880557	40.0	7.0	4	3	-1	21.0324633784066	105.809158812954	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà biệt thự, liền kề tại Vinhomes Cổ Loa	pr43234551	62.5	19.0	6	4	1	21.115974910136607	105.87006954181142	Đông Anh	Hà Nội	Biệt thự	2	6
Nhà riêng tại đường Cổ Điển A	pr39757628	52.0	7.0	5	5	-1	20.9523773	105.8510315	Thanh Trì	Hà Nội	Nhà riêng	3	25
Nhà riêng tại đường Nguyên Hồng	pr43113292	55.0	15.0	3	2	2	21.0160361382326	105.809987916299	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Hoàng Quốc Việt	pr42072977	55.0	15.0	4	4	2	21.0466578383032	105.799156077119	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Thái Hà	pr43258497	50.0	14.0	4	3	2	21.0126728760125	105.819985496943	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Imperia Sky Garden	pr43257968	88.0	7.2	3	2	2	20.9983818757194	105.866508367412	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Căn hộ chung cư tại Masteri Waterfront	pr43240513	75.0	7.1	3	2	1	20.99463822492742	105.9496900094987	Gia Lâm	Hà Nội	Chung cư	1	8
Nhà riêng tại đường An Dương Vương	pr42340607	48.0	11.5	5	4	2	21.0897904821816	105.804583821603	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại The Zei Mỹ Đình	pr43226932	104.0	7.99	3	2	2	21.034254035773262	105.76995444439346	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Hoàng Như Tiếp	pr42664721	40.0	8.9	5	4	2	21.0402310422429	105.877524443855	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà mặt phố tại đường Nguyễn Khả Trạc	pr42712642	63.0	20.0	6	7	2	21.0450459951401	105.777346936438	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Lương Khánh Thiện	pr43066451	40.0	7.0	4	5	2	20.9854981152896	105.850978856418	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà mặt phố tại đường Trường Chinh	pr42349807	40.0	12.2	4	5	2	20.9985558613254	105.837689182066	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Vĩnh Phúc	pr43238355	48.0	23.5	5	7	2	21.0439092137645	105.809926145801	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Xuân Thủy	pr43285353	62.0	14.9	7	7	2	21.0365685813337	105.785412957812	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Nguyễn Văn Cừ	pr43276612	41.0	18.0	3	5	2	21.0495370497943	105.883857494283	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phố Kim Mã	pr43198811	45.0	8.5	5	5	2	21.0319185101929	105.825184512152	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường An Dương	pr43254353	44.0	15.0	6	6	2	21.054060455071	105.840139074357	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Thịnh Quang	pr43164161	40.0	8.1	4	3	2	21.0081839690027	105.818012230387	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Vũ Văn Cẩn	pr43293028	60.0	16.0	5	6	2	20.982547173465	105.773189793856	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	pr42829701	90.0	19.8	5	4	2	20.958320923012245	105.76700261277848	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà mặt phố tại đường Liên Xã	pr43132713	105.0	12.0	1	1	2	20.9388802053166	105.870372787742	Thanh Trì	Hà Nội	Nhà riêng	3	25
Nhà riêng tại đường Đại Từ	pr43272229	45.0	8.2	4	3	2	20.9712077706653	105.835152973161	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Minh Khai	pr43006342	37.0	7.98	3	4	2	20.9950395725459	105.856758809578	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại phố Tôn Đức Thắng	pr43230731	40.0	8.1	4	4	2	21.0268410499851	105.833523067728	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Mỹ Đình	pr43255568	48.0	8.3	4	4	2	21.0273465819027	105.774162678044	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Trịnh Văn Bô	pr43241555	40.0	8.35	4	4	2	21.0379840510086	105.746330159425	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại phố Chùa Láng	pr42389541	57.0	19.3	4	4	2	21.0233214614983	105.806128180733	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Nguyễn Văn Lộc	pr42058652	44.0	12.5	6	5	2	20.9852574214523	105.78597477931	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Sun Square	pr43280029	91.0	7.8	3	2	2	21.03330427958133	105.7707133834916	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà biệt thự, liền kề tại Khu đô thị mới Đại Kim - Định Công	pr43158662	76.5	22.0	8	8	2	20.977924997075043	105.83630659719604	Hoàng Mai	Hà Nội	Biệt thự	2	13
Nhà riêng tại đường An Dương	pr43120625	35.0	7.5	3	3	2	21.0537924299153	105.840350401598	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà mặt phố tại đường Phúc Xá	pr43288127	42.0	11.0	4	3	2	21.0453851565959	105.849011752887	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà biệt thự, liền kề tại Vinhomes Thăng Long	pr41606376	94.4	16.5	5	5	2	20.9995133819361	105.71802451166973	Hoài Đức	Hà Nội	Biệt thự	2	11
Căn hộ chung cư tại Golden Land	pr43253559	132.0	10.5	3	2	2	20.99311256684951	105.80636608141936	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Võ Chí Công	pr43311090	46.0	10.98	4	6	2	21.059737239194	105.804599401468	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Hưng Thịnh	pr42725854	70.0	19.0	3	4	2	20.9609404323349	105.865222051492	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Trần Quang Diệu	pr43248879	69.0	22.6	5	5	2	21.0157534942541	105.824186179473	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Dương Khuê	pr43284774	45.6	19.8	4	4	2	21.0352478791478	105.773125406974	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Ngọc Lâm	pr43309320	38.0	7.4	4	4	2	21.0470200208696	105.872002036029	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Tôn Quang Phiệt	pr43261097	70.0	22.3	6	5	2	21.0506158618291	105.790828925777	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Nguyễn Thị Định	pr40188031	66.0	26.0	4	5	2	21.0099653889233	105.805020522821	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Ngô Thì Sỹ	pr43158835	55.0	13.0	6	7	2	20.9775857760639	105.777832118718	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Phú Diễn	pr43299389	45.0	9.5	3	3	2	21.0465208117352	105.740764690219	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Hoàng Ngân	pr43186600	100.0	11.9	4	3	2	21.007068578399	105.809934550188	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Nguyễn Văn Cừ	pr43263196	40.0	12.8	3	6	2	21.0493858520036	105.883450570909	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại N01-T7 Ngoại Giao Đoàn	pr43124461	142.0	17.75	4	2	1	21.063305304395385	105.79471689007364	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Tựu Liệt	pr42301396	62.0	14.4	6	4	2	20.9532358141663	105.835250127642	Thanh Trì	Hà Nội	Nhà riêng	3	25
Nhà riêng tại đường Phan Đình Giót	pr42879518	47.0	13.0	4	4	2	20.9672693840442	105.764392281765	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Tình Quang	pr43126995	107.0	9.2	3	5	2	21.0690114979501	105.920585897867	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phường Văn Chương	pr43262289	46.0	8.6	3	5	2	21.0237728359357	105.836285156971	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà biệt thự, liền kề tại đường Cổ Bi	pr43230987	123.0	13.8	4	3	2	21.0302406129427	105.943587014091	Gia Lâm	Hà Nội	Biệt thự	2	8
Nhà riêng tại đường Khương Trung	pr43074018	48.0	12.0	4	4	2	20.9955275149336	105.817659837061	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Khu đô thị Mỹ Đình Sông Đà - Sudico	pr42239011	143.0	7.15	4	3	2	21.0167936847359	105.779997104132	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Nguyễn Trãi	pr43225401	51.0	13.5	4	6	2	20.9877328401826	105.800801903196	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Phan Đình Giót	pr43273824	40.0	8.75	4	4	2	20.9671305814131	105.765197273641	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	pr43267730	83.0	18.75	6	4	2	20.971983226863827	105.76201469992456	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại phố Chùa Bộc	pr43132561	80.0	20.5	4	5	2	21.0075599330062	105.827681753136	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại phố Gia Quất	pr43239735	50.0	8.95	4	3	2	21.0530549093891	105.876255707688	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Bùi Xương Trạch	pr43281410	42.0	8.0	3	4	2	20.9873380098467	105.818390257974	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà mặt phố tại đường Phùng Khắc Khoan	pr40312140	65.0	25.5	3	3	2	21.015765	105.85227	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại Mulberry Lane	pr39113191	121.0	7.5	3	2	2	20.9865188598633	105.786399841309	Hà Đông	Hà Nội	Chung cư	1	9
Nhà riêng tại phố Chùa Láng	pr42872771	52.0	10.9	4	3	2	21.0235834468297	105.806287121463	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Hà Trì	pr43310907	40.0	7.5	3	3	2	20.9644930327145	105.783222542936	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Khu đô thị Trung Yên	pr41722416	43.93	3.3	1	1	2	21.0149844443086	105.799048752346	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Nguyễn Chí Thanh	pr40804973	55.0	15.0	6	5	2	21.0207669451939	105.808990181679	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Times City	pr43309923	109.0	9.35	2	2	2	20.995051245646	105.86839888574325	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà mặt phố tại phố Ngụy Như Kon Tum	pr43104821	50.0	22.5	4	3	2	20.9990749176518	105.800961684012	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Shophouse, nhà phố thương mại tại Vinhomes Cổ Loa	pr42350699	75.0	19.0	5	4	1	21.11644570587608	105.87038501763824	Đông Anh	Hà Nội	Nhà riêng	3	6
Căn hộ chung cư tại Mandarin Garden	pr42655922	134.0	14.2	3	2	2	21.004331518290723	105.79927729337857	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phố Vũ Tông Phan	pr43193413	32.0	7.7	4	3	2	20.9977032292501	105.816904124978	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Quan Hoa	pr42811098	55.0	12.0	6	7	2	21.0401532667525	105.80646731514	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Lê Trọng Tấn	pr43132147	45.0	12.5	5	6	2	21.0002228465874	105.827995814117	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại The Sapphire 2 - Vinhomes Ocean Park	pr41788122	64.9	3.35	2	2	2	20.9907424455429	105.94009873453	Gia Lâm	Hà Nội	Chung cư	1	8
Nhà riêng tại đường Phố Lụa	pr42452372	30.0	7.35	3	4	2	20.9800391310974	105.773925708104	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Trịnh Công Sơn	pr43267926	54.0	16.0	5	4	2	21.0776901239018	105.817594366059	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Vinhomes Skylake	pr43312497	100.0	11.0	3	2	2	21.01946441719792	105.78020755114431	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà mặt phố tại đường Quang Trung	pr42504060	83.0	17.3	6	5	2	20.9682444780268	105.772260520079	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại phường Xuân Phương	pr43145680	96.0	11.0	4	3	2	21.0294966055699	105.745312708764	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại SkyView Trần Thái Tông	pr43270170	135.0	8.5	3	2	-1	21.033346366764206	105.7897085819579	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Trần Thái Tông	pr43211808	44.0	9.8	3	3	2	21.031740516355	105.788442144051	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Tôn Đức Thắng	pr43239913	50.0	9.2	4	4	2	21.0264211612775	105.833976291404	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Đền Lừ	pr43109063	64.0	12.5	5	6	2	20.9845398046124	105.85786360762	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại phường Nam Đồng	pr43268908	54.0	16.0	5	5	2	21.0149591477307	105.829656989817	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại N03-T1 Ngoại Giao Đoàn	pr42901721	95.0	8.0	3	2	2	21.065838315119645	105.79776725901914	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Bamboo Airways Tower	pr43161944	95.5	7.8	3	2	2	21.03447623144713	105.79550574130892	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Ngô Quyền	pr43264104	40.0	7.9	4	3	2	20.9701911631074	105.76257289547	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại The Matrix One	pr43243412	115.0	14.95	3	2	2	21.009330891665	105.77319221279836	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	pr40188885	71.94	12.0	2	2	2	21.03327	105.8167	Ba Đình	Hà Nội	Chung cư	1	1
Nhà riêng tại đường Kim Giang	pr43298852	36.0	7.7	4	5	2	20.9792116024159	105.82096248348	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Căn hộ chung cư tại phường Mỹ Đình 2	pr43230282	125.0	7.3	3	2	2	21.0321837121721	105.773867100594	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Rivera Park Hà Nội	pr43016832	100.0	9.0	3	2	2	20.99907154293823	105.80803173201862	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Nguyễn Chí Thanh	pr43310910	35.0	7.35	3	4	2	21.0210539319949	105.808792150084	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại phố Trung Kính	pr43275561	45.0	18.0	6	7	2	21.0212633869222	105.791274342078	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phường Sài Đồng	pr42530814	35.0	7.1	3	4	2	21.0339653244057	105.916266724241	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phường Thạch Bàn	pr43180103	56.0	14.6	4	5	2	21.0211069111037	105.917789220082	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà mặt phố tại đường Nguyễn Văn Cừ	pr42386115	42.0	12.9	4	6	2	21.0435597643429	105.872611251764	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà mặt phố tại đường Dương Văn Bé	pr43192282	50.0	20.5	3	3	2	20.9957855502232	105.874077154449	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại Richland Southern	pr43166992	123.0	9.45	3	2	2	21.03665046376369	105.78897829258544	Cầu Giấy	Hà Nội	Chung cư	1	3
